name,old_chr,old_strand,old_start,old_end,chr,strand,start,end,symbol,n_probes_on_tiling,all_identifiers,selected_identifier
7899071,chr1,+,26163275,26163378,chr1,+,26163274,26163378,---,0,ENST00000384508,ENST00000384508
7899073,chr1,+,26205294,26205377,chr1,+,26205293,26205377,---,133,ENST00000391039,ENST00000391039
7899075,chr1,+,26220858,26235542,chr1,+,26221011,26235525,EXTL1,157,"NM_004455, ENST00000374280, BC065528",BC065528
7899087,chr1,+,26310913,26324628,chr1,+,26310854,26324611,PDIK1L,119,"NM_152835, ENST00000374271, ENST00000374269, BC028713",NM_152835
7899093,chr1,+,26358098,26361706,chr1,+,26358097,26361706,GRRP1,141,"NM_024869, ENST00000374268, BC025658",NM_024869
7899096,chr1,+,26368979,26370390,chr1,+,26368974,26369951,ZNF593,236,"NM_015871, ENST00000374266, D45213",NM_015871
7899101,chr1,+,26376573,26388964,chr1,+,26376567,26388962,CNKSR1,204,"NM_006314, NR_023345, ENST00000361530, BC011604, ENST00000374253",NM_006314
7899124,chr1,+,26389706,26401620,chr1,+,26389705,26401620,CATSPER4,202,"NM_198137, ENST00000338855, BC128139",NM_198137
7899134,chr1,+,26433278,26477886,chr1,+,26433279,26477886,CCDC21,141,"NM_022778, ENST00000252992, BC064528",NM_022778
7899151,chr1,+,26445832,26445916,chr1,+,26445831,26445916,---,0,ENST00000386942,ENST00000386942
7899153,chr1,+,26478254,26480600,chr1,+,26478832,26480201,SH3BGRL3,282,"NM_031286, ENST00000270792, BC030135, ENST00000374243, ENST00000319041",ENST00000374243
7899160,chr1,+,26516998,26519601,chr1,+,26516997,26519601,CD52,164,"NM_001803, ENST00000374213, BC000644",NM_001803
7899167,chr1,+,26609856,26628806,chr1,+,26609855,26628806,LIN28,189,"NM_024674, ENST00000326279, ENST00000254231, AF521099",NM_024674
7899173,chr1,+,26631360,26670384,chr1,+,26631359,26670372,DHDDS,185,"NM_024887, NM_205861, ENST00000374194, ENST00000357049, ENST00000360009, BX648507, ENST00000374185, ENST00000374186, BC034152",ENST00000374194
7899187,chr1,+,26671501,26675720,chr1,+,26671488,26675720,HMGN2,285,"NM_005517, ENST00000361427, BC075837",NM_005517
7899192,chr1,+,26728836,26774108,chr1,+,26728835,26774107,RPS6KA1,128,"NM_002953, NM_001006665, ENST00000374168, ENST00000374162, ENST00000374163, AK092955",NM_002953
7899220,chr1,+,26895111,26981182,chr1,+,26895108,26981188,ARID1A,236,"NM_006015, NM_139135, ENST00000324856, ENST00000374152, AF231056",NM_006015
7899244,chr1,+,26987042,26997476,chr1,+,26987072,26997474,PIGV,249,"NM_017837, ENST00000078527, ENST00000374145, BC013568",NM_017837
7899251,chr1,+,27013903,27014185,chr1,+,27013902,27014185,---,0,ENST00000386973,ENST00000386973
7899253,chr1,+,27025788,27054795,chr1,+,27025787,27054795,ZDHHC18,96,"NM_032283, ENST00000374142, BC066776",NM_032283
7899265,chr1,+,27062216,27063535,chr1,+,27062219,27063534,SFN,274,"NM_006142, ENST00000339276, AF029082",NM_006142
7899273,chr1,+,27120804,27145940,chr1,+,27120810,27145474,NUDC,158,"NM_006600, ENST00000321265, BC015153",NM_006600
7899284,chr1,+,27192785,27199734,chr1,+,27192781,27199964,TNRP,132,"NM_001013642, ENST00000374108, BC069216",NM_001013642
7899287,chr1,+,27376155,27376355,chr1,+,27376154,27376355,---,0,"ENST00000335629, GENSCAN00000039096",ENST00000335629
7899289,chr1,+,27433746,27507322,chr1,+,27433593,27507695,WDTC1,121,"NM_015023, ENST00000361771, BC032523, ENST00000319394",NM_015023
7899310,chr1,+,27521309,27535478,chr1,+,27521222,27535478,TMEM222,146,"NM_032125, ENST00000374076, BC090039, AF251699",NM_032125
7899323,chr1,+,27541100,27553015,chr1,+,27542305,27546536,SYTL1,171,"NM_032872, ENST00000318074, AK096437, ENST00000374062, ENST00000374058, ENST00000374061",ENST00000374061
7899343,chr1,+,27591735,27594905,chr1,+,27591738,27594904,GPR3,234,"NM_005281, ENST00000374024, BC032702",NM_005281
7899348,chr1,+,27892829,27892930,chr1,+,27892833,27892933,---,0,ENST00000384367,ENST00000384367
7899350,chr1,+,27925077,27962220,chr1,+,27925076,27960701,FAM76A,115,"BC025768, AK290120, ENST00000234549, AL035307, ENST00000373949",BC025768
7899361,chr1,+,27972281,28023550,chr1,+,27972369,28023401,STX12,102,"NM_177424, ENST00000373943, BC046999, ENST00000373939",BC046999
7899377,chr1,+,28029876,28050774,chr1,+,28029879,28050770,PPP1R8,165,"NM_138558, NM_014110, NM_002713, ENST00000373931, ENST00000311772, ENST00000236412, ENST00000399116, ENST00000359986, AF061959",NM_138558
7899392,chr1,+,28033499,28033664,chr1,+,28033498,28033664,SCARNA1,182,NR_002997,NR_002997
7899394,chr1,+,28071641,28085783,chr1,+,28071641,28085780,C1orf38,102,"NM_001105556, NM_004848, NM_001039477, ENST00000373921, ENST00000373925, ENST00000373927, AK303090",NM_001105556
7899407,chr1,+,28134091,28158255,chr1,+,28134090,28158250,SMPDL3B,106,"NM_014474, NM_001009568, ENST00000373894, ENST00000373888, AK301349",NM_014474
7899417,chr1,+,28158560,28167194,chr1,+,28158559,28167191,XKR8,220,"NM_018053, ENST00000373884, AK091615",AK091615
7899424,chr1,+,28435198,28437198,chr1,+,28435197,28437198,ATPIF1,139,"NM_178191, NM_178190, NM_016311, ENST00000335514, ENST00000373848, BC017562",NM_178191
7899436,chr1,+,28458593,28481589,chr1,+,28458592,28481589,SESN2,98,"NM_031459, ENST00000253063, AY123223",NM_031459
7899448,chr1,+,28528136,28535065,chr1,+,28528099,28535065,MED18,81,"NM_017638, NM_001127350, BC002694, ENST00000373842, ENST00000398997",NM_017638
7899455,chr1,+,28568680,28699841,chr1,+,28568679,28699468,PHACTR4,54,"NM_001048183, NM_023923, ENST00000373839, ENST00000373836, BC021247",NM_001048183
7899462,chr1,+,28705083,28738194,chr1,+,28717331,28738194,RCC1,117,"NM_001048194, NM_001048197, NM_001048198, NM_001048195, NM_001048199, NM_001269, NR_002909, ENST00000398962, ENST00000373834, ENST00000398958, ENST00000373832, BC069198, AJ006835",NM_001048194
7899484,chr1,+,28716575,28716673,chr1,+,28716574,28716673,---,129,ENST00000387056,ENST00000387056
7899486,chr1,+,28752116,28777644,chr1,+,28752115,28777644,TRSPAP1,67,"NR_003109, NM_017846, ENST00000373830, BC035855",NR_003109
7899499,chr1,+,28791299,28794542,chr1,+,28791610,28793673,RAB42,110,"NM_152304, ENST00000373826, BC033175, ENST00000389290",ENST00000389290
7899502,chr1,+,28847699,28847833,chr1,+,28847698,28847833,RNU11,110,NR_004407,NR_004407
7899504,chr1,+,28867831,28918452,chr1,+,28867830,28913972,GMEB1,91,"NM_006582, NM_024482, ENST00000398918, ENST00000373816, ENST00000361872, AF173868",NM_006582
7899517,chr1,+,28888764,28888893,chr1,+,28888763,28888893,---,0,ENST00000390875,ENST00000390875
7899519,chr1,+,28935723,28968874,chr1,+,28935722,28968874,YTHDF2,148,"NM_016258, ENST00000373812, AF432214",NM_016258
7899528,chr1,+,29011241,29062795,chr1,+,29011240,29062795,OPRD1,167,"NM_000911, ENST00000234961, U07882",NM_000911
7899534,chr1,+,29086215,29319545,chr1,+,29086189,29319145,EPB41,156,"NM_203342, NM_004437, NM_203343, ENST00000349460, ENST00000373800, ENST00000347529, M61733, ENST00000343067, ENST00000373798, ENST00000373797",NM_203342
7899560,chr1,+,29184809,29184907,chr1,+,29184808,29184909,---,0,ENST00000383977,ENST00000383977
7899562,chr1,+,29435615,29525903,chr1,+,29435633,29525903,PTPRU,180,"NM_133178, NM_133177, NM_005704, ENST00000345512, ENST00000373779, BC146655",NM_133178
7899595,chr1,+,30963926,30972178,chr1,+,30963925,30972178,LOC100129196,198,"AK128076, ENST00000334039",ENST00000334039
7899604,chr1,+,31542429,31610370,chr1,+,31542517,31609582,ZCCHC17,179,"NM_016505, ENST00000373714, ENST00000344147, BC000685",BC000685
7899615,chr1,+,31654999,31680112,chr1,+,31654998,31680111,SERINC2,117,"NM_178865, ENST00000373709, AY094595, ENST00000373710",ENST00000373710
7899627,chr1,+,31814700,31825874,chr1,+,31814672,31825872,TINAGL1,192,"NM_022164, ENST00000403321, ENST00000271064, AY358421",NM_022164
7899643,chr1,+,31857228,31870706,chr1,+,31855887,31865506,HCRTR1,205,"NM_001525, ENST00000403528, AK290521",NM_001525
7899654,chr1,+,32252017,32299037,chr1,+,32252077,32282059,KHDRBS1,150,"NM_006559, ENST00000327300, AK091346, ENST00000307714",NM_006559
7899675,chr1,+,32310219,32341054,chr1,+,32311089,32341054,TMEM39B,101,"NM_018056, ENST00000336294, CR533536, CR457311, ENST00000373634, AK091861",NM_018056
7899688,chr1,+,32346226,32414756,chr1,+,32346230,32414755,KPNA6,146,"NM_012316, ENST00000373625, BC020520, ENST00000373617",NM_012316
7899703,chr1,+,32417874,32436473,chr1,+,32418252,32436473,TXLNA,207,"NM_175852, ENST00000373610, ENST00000373609, AL832637",ENST00000373609
7899719,chr1,+,32438789,32443578,chr1,+,32438788,32443578,CCDC28B,297,"NM_024296, ENST00000373602, BC002462, ENST00000373604",NM_024296
7899727,chr1,+,32443849,32446875,chr1,+,32443822,32446875,IQCC,312,"NM_018134, ENST00000291358, AK223272",NM_018134
7899737,chr1,+,32460558,32469792,chr1,+,32460557,32469792,EIF3I,174,"NM_003757, ENST00000373586, BC003140",NM_003757
7899750,chr1,+,32485405,32487048,chr1,+,32485404,32487048,FAM167B,145,"NM_032648, ENST00000373582, BC004269, ENST00000398362",NM_032648
7899753,chr1,+,32489427,32524353,chr1,+,32512298,32524353,LCK,177,"NM_005356, NM_001042771, ENST00000398345, U23852",NM_001042771
7899774,chr1,+,32530274,32571823,chr1,+,32530294,32571811,HDAC1,127,"NM_004964, ENST00000373548, BC000301",NM_004964
7899790,chr1,+,32600385,32602513,chr1,+,32600384,32602495,TSSK3,188,"NM_052841, ENST00000373534, BC035354",ENST00000373534
7899797,chr1,+,32703245,32844129,chr1,+,32777358,32844129,ZBTB8,137,"NM_001040441, ENST00000316459, BC015239, ENST00000373510",NM_001040441
7899811,chr1,+,32878139,32878238,chr1,+,32878138,32878240,---,0,ENST00000363721,ENST00000363721
7899813,chr1,+,32889336,32918845,chr1,+,32889335,32924397,RBBP4,100,"NM_005610, ENST00000373493, BC003092, ENST00000401893, ENST00000373485",NM_005610
7899821,chr1,+,32980099,33013158,chr1,+,33003854,33013158,KIAA1522,0,"NM_020888, ENST00000401073, AB040955",AB040955
7899829,chr1,+,33055630,33097063,chr1,+,33055779,33075370,S100PBP,159,"NM_022753, NM_001017406, ENST00000373475, ENST00000373476, ENST00000356689, ENST00000398243, BX647916",ENST00000356689
7899841,chr1,+,33124623,33132834,chr1,+,33124684,33132834,HPCA,225,"NM_002143, ENST00000373467, BC001777",NM_002143
7899849,chr1,+,33218133,33218660,chr1,+,33218132,33218660,hCG_1641703,141,"ENST00000401937, XM_940692, GENSCAN00000039396",ENST00000401937
7899851,chr1,+,33319301,33358717,chr1,+,33319300,33358582,ADC,151,"NM_052998, ENST00000294517, ENST00000373443, AY325129, ENST00000398167, ENST00000373441, ENST00000373440",NM_052998
7899870,chr1,+,33494761,33538907,chr1,+,33494760,33538907,ZNF362,164,"NM_152493, ENST00000373428, BC104779",NM_152493
7899882,chr1,+,33520202,33520522,chr1,+,33519403,33521015,---,0,"DQ499598, AK021842",AK021842
7899884,chr1,+,33710839,33734582,chr1,+,33710818,33734582,ZSCAN20,201,"NM_145238, ENST00000326544, BC008827, ENST00000361328, ENST00000373413",NM_145238
7899898,chr1,+,34098663,34102979,chr1,+,34102217,34102979,HMGB4,162,"NM_145205, NM_001008728, ENST00000323936, ENST00000398046, BC021180",NM_001008728
7899905,chr1,+,34102218,34102979,chr1,+,34102217,34102979,HMGB4,224,"NM_145205, NM_001008728, ENST00000323936, ENST00000398046, BC021180",NM_001008728
7899911,chr1,+,34405071,34457319,chr1,+,34405070,34457319,C1orf94,221,"NM_032884, ENST00000398041, ENST00000373374, BC064845",ENST00000373374
7899921,chr1,+,34993235,34996700,chr1,+,34993307,34996699,GJB5,0,"NM_005268, ENST00000338513, AK129509",NM_005268
7899927,chr1,+,34997929,35001912,chr1,+,34999364,35000515,GJB4,0,"NM_153212, ENST00000339480, ENST00000398037, AK057628",NM_153212
7899932,chr1,+,35019377,35025436,chr1,+,35019376,35024552,GJB3,0,"NM_024009, NM_001005752, ENST00000373366, AF052692",NM_024009
7899939,chr1,+,35031186,35033935,chr1,+,35031185,35033935,GJA4,0,"NM_002060, ENST00000342280, BC027889",NM_002060
7899943,chr1,+,35317555,35354047,chr1,+,35317558,35354042,ZMYM1,55,"NM_024772, ENST00000359858, ENST00000373330, BC037313, ENST00000373329",NM_024772
7899957,chr1,+,35507155,35660132,chr1,+,35507154,35660132,ZMYM4,186,"NM_005095, ENST00000314607, BC127113, ENST00000373297",NM_005095
7899988,chr1,+,35548463,35548613,chr1,+,35548461,35548613,---,0,ENST00000364672,ENST00000364672
7899990,chr1,+,35795661,35804967,chr1,+,35795660,35804960,NCDN,195,"NM_014284, NM_001014839, NM_001014841, ENST00000373243, ENST00000397922, ENST00000356090, ENST00000373253, BC024592",ENST00000373253
7900001,chr1,+,35811558,35833516,chr1,+,35811557,35833514,TFAP2E,259,"NM_178548, ENST00000373235, BC041175, ENST00000263543",NM_178548
7900009,chr1,+,36046360,36096078,chr1,+,36046414,36093775,EIF2C4,123,"NM_017629, ENST00000373210, BC152450, ENST00000397882",NM_017629
7900030,chr1,+,36107996,36162487,chr1,+,36121396,36162486,EIF2C1,0,"NM_012199, ENST00000373204, AF093097, ENST00000373206",NM_012199
7900051,chr1,+,36168906,36294650,chr1,+,36169358,36294650,EIF2C3,220,"NM_024852, NM_177422, ENST00000373191, ENST00000373185, ENST00000246314, AK292870, ENST00000397823, ENST00000324350",NM_024852
7900076,chr1,+,36322263,36326464,chr1,+,36322262,36326463,TEKT2,160,"NM_014466, ENST00000207457, AF054910",NM_014466
7900087,chr1,+,36327042,36332120,chr1,+,36327039,36332119,ADPRHL2,229,"NM_017825, ENST00000373178, AJ427295",NM_017825
7900095,chr1,+,36394153,36419037,chr1,+,36394152,36419037,MAP7D1,220,"NM_018067, ENST00000373151, BC106053, CR457254, ENST00000373153, ENST00000373150, ENST00000373148",ENST00000373153
7900119,chr1,+,36462604,36543545,chr1,+,36462603,36543544,THRAP3,81,"NM_005119, ENST00000354618, BC112350",NM_005119
7900129,chr1,+,36544785,36567405,chr1,+,36545297,36559419,C1orf113,229,"AK297015, NM_024676, ENST00000312808",AK297015
7900144,chr1,+,37441798,37441904,chr1,+,37441797,37441904,---,0,ENST00000384598,ENST00000384598
7900146,chr1,+,37712740,37722565,chr1,+,37712705,37722565,ZC3H12A,172,"NM_025079, ENST00000373082, ENST00000373087, BC005001, CR457364",NM_025079
7900159,chr1,+,37795107,37805045,chr1,+,37795106,37805045,DNALI1,140,"NM_003462, ENST00000296218, BC039074",NM_003462
7900167,chr1,+,37930677,37947978,chr1,+,37930745,37947978,CDCA8,217,"NM_018101, ENST00000373055, ENST00000327331, BC001651",NM_018101
7900181,chr1,+,37988461,37988559,chr1,+,37988460,37988559,---,0,ENST00000387332,ENST00000387332
7900183,chr1,+,38032129,38039807,chr1,+,38032360,38039865,MANEAL,123,"NM_001031740, NM_001113482, NM_152496, ENST00000373045, ENST00000357999, ENST00000329006, BC077730",NM_001031740
7900192,chr1,+,38045238,38047713,chr1,+,38046404,38047713,C1orf122,166,"AY517499, BC107856",AY517499
7900201,chr1,+,38251001,38263083,chr1,+,38250970,38263084,UTP11L,175,"NM_016037, ENST00000373014, AF151852",NM_016037
7900212,chr1,+,38634918,38635024,chr1,+,38634917,38635024,---,0,ENST00000363926,ENST00000363926
7900214,chr1,+,39165129,39165254,chr1,+,39165128,39165236,---,110,ENST00000363093,ENST00000363093
7900216,chr1,+,39229504,39244318,chr1,+,39229502,39244322,AKIRIN1,159,"NM_024595, ENST00000372984, BC119745, ENST00000372975, AK223276",NM_024595
7900228,chr1,+,39264577,39272895,chr1,+,39264592,39272874,NDUFS5,48,"NM_004552, ENST00000372969, ENST00000372967, AF020352",NM_004552
7900235,chr1,+,39319705,39725376,chr1,+,39569396,39725376,MACF1,102,"NM_012090, NM_033044, ENST00000361689, ENST00000360115, AB029290, ENST00000404645, ENST00000372925, ENST00000317713, ENST00000372900, ENST00000289893",NM_033044
7900336,chr1,+,39718874,39721052,chr1,+,39718873,39721050,MACF1,171,"AY527403, AK023285",AY527403
7900340,chr1,+,39729905,39768128,chr1,+,39729904,39768128,BMP8A,240,"NM_181809, ENST00000331593, AY303954",NM_181809
7900350,chr1,+,39742782,39742854,chr1,+,39742781,39742854,---,0,ENST00000387412,ENST00000387412
7900354,chr1,+,39977117,40002173,chr1,+,39977116,39991965,PPIE,151,"NM_006112, NM_203457, NM_203456, ENST00000324379, ENST00000356511, BC107736, ENST00000372830, ENST00000372834",NM_006112
7900365,chr1,+,40193389,40208225,chr1,+,40193406,40208214,MFSD2,102,"NM_032793, ENST00000372811, BC011587, ENST00000372809",ENST00000372811
7900382,chr1,+,40278492,40310908,chr1,+,40278841,40310908,CAP1,173,"NM_006367, NM_001105530, ENST00000372805, ENST00000340450, ENST00000372792, L12168, ENST00000372802, ENST00000372797, ENST00000372798",NM_006367
7900395,chr1,+,40399628,40479180,chr1,+,40399627,40479180,RLF,117,"NM_012421, ENST00000372771, U22377",NM_012421
7900405,chr1,+,40416102,40416208,chr1,+,40416101,40416208,---,0,ENST00000384777,ENST00000384777
7900407,chr1,+,40472003,40472111,chr1,+,40472002,40472113,---,0,ENST00000363544,ENST00000363544
7900409,chr1,+,40486160,40489950,chr1,+,40486159,40489952,TMCO2,132,"NM_001008740, ENST00000372766, BC108666",NM_001008740
7900413,chr1,+,40496366,40532443,chr1,+,40496319,40532443,ZMPSTE24,166,"NM_005857, ENST00000372759, AB016068",NM_005857
7900426,chr1,+,40611956,40661585,chr1,+,40612314,40661581,SMAP2,105,"NM_022733, ENST00000372718, BC021133, ENST00000372708",NM_022733
7900438,chr1,+,40688361,40701977,chr1,+,40689302,40701975,ZNF643,80,"NM_023070, ENST00000235657, ENST00000361584, AK091612",ENST00000361584
7900446,chr1,+,40715472,40734602,chr1,+,40715888,40734602,ZNF642,127,"NM_198494, ENST00000372706, ENST00000372705, BC041873",NM_198494
7900454,chr1,+,40747000,40754815,chr1,+,40747019,40754799,C1orf176,131,"AF086542, AK024797, ENST00000296380, AK023245",AK024797
7900461,chr1,+,40769820,40786428,chr1,+,40769819,40786426,ZNF684,91,"NM_152373, ENST00000372699, BC091518",NM_152373
7900468,chr1,+,40929829,41009864,chr1,+,40930271,41009365,NFYC,152,"NM_014223, ENST00000372655, ENST00000372654, ENST00000372651, ENST00000372669, AK000346, ENST00000372657, ENST00000372653",ENST00000372653
7900488,chr1,+,40992614,40992705,chr1,+,40992613,40992705,---,0,hsa-mir-30e,hsa-mir-30e
7900490,chr1,+,40995543,40995631,chr1,+,40995542,40995631,---,0,hsa-mir-30c-1,hsa-mir-30c-1
7900492,chr1,+,41022271,41078711,chr1,+,41022270,41076947,KCNQ4,200,"NM_004700, NM_172163, ENST00000347132, ENST00000372640, AK074957",NM_004700
7900510,chr1,+,41217594,41250822,chr1,+,41217950,41250813,CTPS,176,"NM_001905, ENST00000372621, ENST00000372616, BC009408",ENST00000372621
7900531,chr1,+,42391679,42394082,chr1,+,42391678,42394082,GUCA2B,205,"NM_007102, ENST00000372581, U34279",NM_007102
7900538,chr1,+,42551886,42552058,chr1,+,42551885,42552058,---,0,ENST00000387546,ENST00000387546
7900540,chr1,+,42619064,42653437,chr1,+,42619054,42662487,FAM80A,118,"NM_173642, ENST00000372570, BC039737",NM_173642
7900546,chr1,+,42694375,42698707,chr1,+,42694374,42698339,PPCS,173,"NM_024664, NM_001077447, ENST00000372561, ENST00000372562, BC104938, ENST00000372556, ENST00000372560",ENST00000372562
7900555,chr1,+,42720978,42892444,chr1,+,42773146,42892922,RP4-692D3.1,125,"NM_001080850, ENST00000342022, ENST00000390640, AL832217",NM_001080850
7900576,chr1,+,42896635,42915016,chr1,+,42896634,42915016,PPIH,148,"NM_006347, ENST00000304979, BC003412, ENST00000372550, ENST00000372549",NM_006347
7900597,chr1,+,43005527,43013999,chr1,+,43005526,43013997,C1orf50,195,"BC001508, NM_024097, ENST00000372525",BC001508
7900603,chr1,+,43028035,43036462,chr1,+,43005563,43031082,C1orf50,163,"AK299874, AK095635",AK299874
7900609,chr1,+,43055363,43083247,chr1,+,43055362,43083247,ERMAP,66,"NM_001017922, NM_018538, ENST00000372517, ENST00000372514, AF311285, ENST00000328249",NM_001017922
7900624,chr1,+,43084867,43090735,chr1,+,43087546,43090731,ZNF691,202,"NM_015911, ENST00000372506, ENST00000372507, ENST00000372508, BC000157, CR457146, ENST00000372504, ENST00000372503",BC000157
7900633,chr1,+,43229696,43229802,chr1,+,43229695,43229802,---,0,ENST00000384526,ENST00000384526
7900635,chr1,+,43386204,43394571,chr1,+,43386180,43394654,FAM183A,175,NM_001101376,NM_001101376
7900639,chr1,+,43410613,43449136,chr1,+,43410612,43449136,WDR65,162,"NM_152498, ENST00000296394, AK056562",NM_152498
7900652,chr1,+,43434675,43434778,chr1,+,43434674,43434794,---,0,ENST00000362370,ENST00000362370
7900654,chr1,+,43508283,43512260,chr1,+,43508251,43512259,TMEM125,131,"NM_144626, ENST00000315703, BC072393",NM_144626
7900658,chr1,+,43539251,43561366,chr1,+,43539250,43561366,TIE1,217,"NM_005424, ENST00000372476, BC038239, ENST00000372475",NM_005424
