name,chr,strand,start,end,symbol,selected_identifier
7902205,chr1,+,67545634,67635171,IL12RB2,NM_001559
7902225,chr1,+,67779397,67779504,---,ENST00000384773
7902227,chr1,+,67923470,67926607,GADD45A,NM_001924
7902235,chr1,+,69806668,70361752,LRRC7,ENST00000310961
7902265,chr1,+,70117861,70118095,---,ENST00000388258
7902267,chr1,+,70157592,70158588,PIN1L,NR_023916
7902269,chr1,+,70443952,70490272,SFRS11,NM_004768
7902282,chr1,+,70593106,70606291,HHLA3,ENST00000370940
7902290,chr1,+,70649542,70677841,CTH,NM_001902
7902306,chr1,+,70768796,70769213,---,ENST00000327820
7902308,chr1,+,74436513,74445708,FPGT,NM_003838
7902317,chr1,+,74473672,74782696,TNNI3K,NM_015978
7902345,chr1,+,74971427,75004946,TYW3,NM_138467
7902353,chr1,+,75366706,75399806,LHX8,NM_001001933
7902365,chr1,+,75421317,75421421,---,ENST00000384272
7902367,chr1,+,75963025,76001763,ACADM,BC005377
7902382,chr1,+,76024503,76028386,RABGGTB,ENST00000370826
7902396,chr1,+,76025344,76025422,SNORD45C,NR_003042
7902398,chr1,+,76026161,76026245,SNORD45A,NR_002749
7902400,chr1,+,76027749,76027820,SNORD45B,NR_002748
7902402,chr1,+,76035154,76151511,MSH4,ENST00000263187
7902425,chr1,+,76312976,76869257,ST6GALNAC3,NM_152996
7902435,chr1,+,76938058,76938846,RCTPI1,ENST00000407014
7902439,chr1,+,76991411,76991513,---,ENST00000363051
7902441,chr1,+,77105713,77302307,ST6GALNAC5,ENST00000318803
7902452,chr1,+,77520329,77798242,AK5,NM_174858
7902472,chr1,+,77853141,77853213,---,ENST00000388369
7902474,chr1,+,77883596,77883891,---,ENST00000388372
7902476,chr1,+,78017896,78116665,FAM73A,BX537792
7902495,chr1,+,78126900,78181497,NEXN,DQ464902
7902512,chr1,+,78243223,78255583,DNAJB4,NM_007034
7902518,chr1,+,78284176,78375700,GIPC2,NM_017655
7902527,chr1,+,78729344,78776138,PTGFR,AY485530
7902541,chr1,+,78858675,78884418,IFI44L,NM_006820
7902553,chr1,+,78888064,78902351,IFI44,NM_006417
7902563,chr1,+,81490061,81490289,---,ENST00000388387
7902565,chr1,+,82038669,82230695,LPHN2,NM_012302
7902594,chr1,+,84382539,84476769,PRKACB,NM_182948
7902611,chr1,+,84482661,84483083,---,AY047582
7902615,chr1,+,84515591,84515728,---,ENST00000363089
7902617,chr1,+,84536636,84589068,SAMD13,NM_001010971
7902623,chr1,+,84646621,84653279,DNASE2B,NM_058248
7902634,chr1,+,84717507,84736621,BXDC5,NM_025065
7902645,chr1,+,84744561,84804463,SPATA1,NM_001081472
7902660,chr1,+,85300580,85371408,WDR63,NM_145172
7902687,chr1,+,85819031,85822234,CYR61,NM_001554
7902700,chr1,+,85830550,85830627,---,ENST00000363064
7902702,chr1,+,86662356,86694828,CLCA2,NM_006536
7902721,chr1,+,86706638,86738530,CLCA1,ENST00000234701
7902738,chr1,+,86785346,86819020,CLCA4,NM_012128
7902754,chr1,+,86872546,86893647,CLCA3,ENST00000284054
7902771,chr1,+,86943091,86981857,SH3GLB1,AF350371
7902787,chr1,+,87023183,87023738,---,ENST00000401390
7902789,chr1,+,87152922,87348268,HS2ST1,NM_012262
7902799,chr1,+,87368140,87374938,LOC339524,BC030523
7902808,chr1,+,87231277,87407472,---,AK002179
7902810,chr1,+,87566738,87587191,LMO4,NM_006769
7902822,chr1,+,88922843,89072010,PKN2,U33052
7902848,chr1,+,89053400,89055364,---,AK023600
7902850,chr1,+,89602204,89624607,GBP6,BX537949
7902861,chr1,+,89763049,89831524,LRRC8B,ENST00000358200
7902874,chr1,+,89871231,89957681,LRRC8C,NM_032270
7902883,chr1,+,90060067,90174575,LRRC8D,NM_018103
7902891,chr1,+,90230309,90266682,ZNF326,ENST00000394590
7902909,chr1,+,90895894,90896108,---,ENST00000362796
7902911,chr1,+,91499769,91499869,---,ENST00000384090
7902913,chr1,+,91738991,91763908,CDC7,NM_003503
7902930,chr1,+,91873155,91881922,HSP90B3P,NR_003130
7902934,chr1,+,92187515,92252573,BRDT,NM_207189
7902957,chr1,+,92268120,92301681,ABHD7,NM_173567
7902965,chr1,+,92318449,92385983,BTBD8,NM_183242
7902977,chr1,+,92407002,92422297,KIAA1107,AK302496
7902984,chr1,+,92456160,92483955,C1orf146,NM_001012425
7902992,chr1,+,92537192,92626317,RPAP2,ENST00000370343
7903008,chr1,+,92661916,92662053,---,ENST00000388519
7903010,chr1,+,93070181,93080069,RPL5,NM_000969
7903022,chr1,+,93075433,93075528,SNORD21,NR_000006
7903024,chr1,+,93084203,93084327,---,ENST00000384295
7903028,chr1,+,93264396,93264576,---,ENST00000388591
7903030,chr1,+,93265025,93265148,---,ENST00000388592
7903032,chr1,+,93317379,93377226,MTF2,NM_007358
7903049,chr1,+,93418507,93516856,CCDC18,NM_206886
7903079,chr1,+,93584065,93600736,DR1,NM_001938
7903090,chr1,+,93623855,93623962,---,ENST00000384649
7903092,chr1,+,93686312,93792806,FNBP1L,ENST00000370253
7903109,chr1,+,94172097,94172161,---,ENST00000388620
7903111,chr1,+,94172258,94172326,---,ENST00000388624
7903113,chr1,+,94172333,94172401,---,ENST00000388626
7903115,chr1,+,94389563,94389663,---,ENST00000388629
7903119,chr1,+,94656520,94756807,ABCD3,NM_002858
7903144,chr1,+,95058687,95133390,SLC44A3,NM_152369
7903162,chr1,+,95355481,95435747,TMEM56,NM_152487
7903171,chr1,+,95472298,95485369,RWDD3,NM_015485
7903181,chr1,+,96464044,96464204,---,ENST00000363930
7903183,chr1,+,96685073,96686462,---,ENST00000332977
7903186,chr1,+,96821355,96821670,---,ENST00000388642
7903188,chr1,+,96959965,97052931,PTBP2,ENST00000370194
7903203,chr1,+,98899823,98998644,SNX7,NM_015976
7903214,chr1,+,99502487,99547726,LPPR4,NM_014839
7903227,chr1,+,99884185,99932823,PALMD,ENST00000263174
7903239,chr1,+,100089118,100162167,AGL,NM_000646
7903281,chr1,+,100208127,100261594,SLC35A3,NM_012243
7903292,chr1,+,100217082,100217189,---,ENST00000390946
7903294,chr1,+,100276240,100320866,HIAT1,AK057172
7903308,chr1,+,100371293,100388641,CCDC76,NM_019083
7903321,chr1,+,100504301,100530911,RTCD1,NM_003729
7903334,chr1,+,100590610,100758421,CDC14A,NM_003672
7903355,chr1,+,100776280,100780158,GPR88,AB042410
7903358,chr1,+,100957884,100977189,VCAM1,NM_001078
7903369,chr1,+,101134221,101219899,SLC30A7,NM_133496
7903389,chr1,+,101228348,101230241,---,AK000146
7903391,chr1,+,101371296,101371483,---,ENST00000391275
7903393,chr1,+,101475042,101479657,S1PR1,ENST00000305352
7903399,chr1,+,102097994,102098067,---,ENST00000388699
7903401,chr1,+,102110154,102132887,HEJ1,AF395440
7903407,chr1,+,103899096,103923670,AMY2B,BC011179
7903455,chr1,+,107148545,107148612,---,ENST00000386502
7903457,chr1,+,107400860,107403437,PRMT6,AY043278
7903461,chr1,+,107492738,107824985,NTNG1,ENST00000370066
7903474,chr1,+,107849347,107849593,---,ENST00000402233
7903507,chr1,+,108904233,108983472,FAM102B,ENST00000407612
7903519,chr1,+,109036454,109045945,PRPF38B,NM_018061
7903530,chr1,+,109066508,109086888,FNDC7,ENST00000271311
7903541,chr1,+,109090807,109153671,STXBP3,NM_007269
7903561,chr1,+,109201361,109202667,LOC642864,AY312144
7903565,chr1,+,109221125,109274567,GPSM2,NM_013296
7903592,chr1,+,109532123,109550924,KIAA1324,ENST00000369936
7903619,chr1,+,109558062,109582308,SARS,NM_006513
7903632,chr1,+,109594163,109619901,CELSR2,NM_001408
7903667,chr1,+,109810622,109826287,SYPL2,NM_001040709
7903676,chr1,+,109833695,109836949,ATXN7L2,ENST00000369869
7903688,chr1,+,109838223,109844585,CYB561D1,NM_182580
7903694,chr1,+,109884016,109889978,GPR61,NM_031936
7903703,chr1,+,109892708,109939975,GNAI3,NM_006496
7903717,chr1,+,109943037,109943112,---,hsa-mir-197
7903719,chr1,+,109969571,109976200,AMPD2,NM_203404
7903742,chr1,+,110000220,110005853,GSTM4,NM_000850
7903753,chr1,+,110012213,110019428,GSTM2,ENST00000241337
7903765,chr1,+,110031940,110037889,GSTM1,NM_000561
7903777,chr1,+,110056386,110062411,GSTM5,NM_000851
7903786,chr1,+,110254755,110273878,CSF1,NM_000757
7903803,chr1,+,110328951,110366519,AHCYL1,ENST00000369799
7903827,chr1,+,110378763,110398786,FAM40A,NM_033088
7903851,chr1,+,110456584,110458092,UBL4B,NM_203412
7903854,chr1,+,110494654,110546346,SLC6A17,NM_001010898
7903867,chr1,+,110555499,110568191,KCNC4,M64676
7903876,chr1,+,110616628,110616752,---,ENST00000363666
7903878,chr1,+,110683467,110690826,RBM15,NM_022768
7903884,chr1,+,110795310,110801499,PROK1,NM_032414
7903889,chr1,+,111198082,111199036,---,ENST00000403548
7903893,chr1,+,111217244,111244081,CD53,NM_000560
7903906,chr1,+,111385978,111386068,---,ENST00000386417
7903908,chr1,+,111484355,111529247,CEPT1,NM_006090
7903920,chr1,+,111571803,111587585,CHI3L2,NM_004000
7903935,chr1,+,111624668,111630253,RP11-165H20.1,NR_003928
7903945,chr1,+,111635006,111664708,CHIA,NM_021797
7903959,chr1,+,111690717,111697162,C1orf88,NM_181643
7903970,chr1,+,111790942,111791053,---,ENST00000363020
7903972,chr1,+,111793608,111805554,ATP5F1,AK291077
7903980,chr1,+,111818013,111822617,C1orf162,ENST00000369718
7903988,chr1,+,111886362,112057258,RAP1A,ENST00000356415
7904000,chr1,+,112099712,112111721,DDX20,NM_007204
7904014,chr1,+,112539669,112539749,---,ENST00000386530
7904016,chr1,+,112715148,112715251,---,ENST00000386528
7904018,chr1,+,112740322,112805308,CTTNBP2NL,NM_018704
7904025,chr1,+,112852892,112865431,WNT2B,NM_024494
7904036,chr1,+,112963305,113015757,CAPZA1,ENST00000263168
7904048,chr1,+,112996732,112996831,---,ENST00000386572
7904050,chr1,+,113018631,113044884,MOV10,ENST00000369645
7904073,chr1,+,113064711,113071379,FAM19A3,NM_001004440
7904082,chr1,+,113092239,113092620,LOC128322,ENST00000361754
7904084,chr1,+,113267494,113268818,AFARP1,NR_002796
7904086,chr1,+,113417353,113468865,LRIG2,NM_014813
7904106,chr1,+,113734997,114030068,MAGI3,NM_152900
7904131,chr1,+,114249560,114258217,DCLRE1B,NM_022836
7904137,chr1,+,114273854,114321949,HIPK1,ENST00000369558
7904158,chr1,+,114323552,114326398,OLFML3,NM_020190
7904164,chr1,+,114834868,114834977,---,ENST00000364244
7904166,chr1,+,115071863,115071968,---,ENST00000365030
7904168,chr1,+,115198977,115339513,SYCP1,NM_003176
7904203,chr1,+,115373937,115378464,TSHB,NM_000549
7904209,chr1,+,115950614,115950870,---,ENST00000386407
7904211,chr1,+,115986772,116035998,VANGL1,ENST00000310260
7904226,chr1,+,116320757,116376034,SLC22A15,ENST00000369502
7904244,chr1,+,116455898,116479384,C1orf161,AK096035
7904252,chr1,+,116622750,116622965,---,ENST00000408113
7904254,chr1,+,116717404,116748917,ATP1A1,ENST00000295598
7904281,chr1,+,117038256,117050748,C1orf137,ENST00000369482
7904287,chr1,+,117098608,117113374,CD2,NM_001767
7904293,chr1,+,117254211,117334495,PTGFRN,NM_020440
7904303,chr1,+,117345904,117380690,IGSF2,NM_004258
7904314,chr1,+,117404471,117447014,TTF2,NM_003594
7904340,chr1,+,117711593,117870684,MAN1A2,ENST00000356554
7904361,chr1,+,117950126,117972534,FAM46C,NM_017709
7904364,chr1,+,118273913,118304572,WDR3,ENST00000349139
7904394,chr1,+,119603186,119603287,---,ENST00000386468
7904396,chr1,+,119712924,119738274,HAO2,NM_001005783
7904408,chr1,+,119759290,119767172,HSD3B2,BC038419
7904417,chr1,+,119811366,119817360,---,ENST00000286193
7904421,chr1,+,119851536,119859198,HSD3B1,BC031999
7904431,chr1,+,119949379,119949523,LOC391081,ENST00000361860
7904433,chr1,+,120056032,120088359,PHGDH,ENST00000369409
7904448,chr1,+,120197461,120197888,---,ENST00000402349
7904463,chr1,+,120706197,120706613,---,ENST00000305910
7904572,chr1,+,143245394,143245556,---,ENST00000364829
7904693,chr1,+,143700665,143702722,FLJ21272,AK024925
7904695,chr1,+,143807763,143828279,SEC22B,NM_004892
7904715,chr1,+,144094113,144094277,---,ENST00000364688
7904717,chr1,+,144124634,144128902,HFE2,ENST00000336751
7904726,chr1,+,144149818,144153985,TXNIP,NM_006472
7904737,chr1,+,144181864,144187004,ANKRD34A,NM_001039888
7904742,chr1,+,144188441,144210448,LIX1L,NM_153713
7904751,chr1,+,144218965,144224881,RBM8A,BC071577
7904755,chr1,+,144227757,144235088,PEX11B,AF093670
7904761,chr1,+,144236346,144255225,ITGA10,NM_003637
7904796,chr1,+,144260565,144279883,ANKRD35,NM_144698
7904812,chr1,+,144287399,144297903,PIAS3,BC001154
7904830,chr1,+,144322392,144400131,RNF115,NM_014455
7904877,chr1,+,145016801,145016873,---,ENST00000386162
7904879,chr1,+,145017918,145018085,---,ENST00000364272
7904883,chr1,+,145180914,145234067,CHD1L,NM_004284
7904907,chr1,+,145479805,145564639,BCL9,NM_004326
7904921,chr1,+,145628007,145628280,---,ENST00000386146
7904923,chr1,+,145779719,145781161,---,ENST00000406814
7904927,chr1,+,145841559,145848017,GJA8,NM_005267
7904953,chr1,+,146202374,146202531,---,ENST00000363009
7904955,chr1,+,146257471,146257542,---,ENST00000386116
7904959,chr1,+,146292312,146292384,---,ENST00000386101
7904967,chr1,+,146460769,146460937,---,ENST00000391154
7905033,chr1,+,147345987,147346059,---,ENST00000386032
7905035,chr1,+,147436921,147436993,---,ENST00000386024
7905037,chr1,+,147440534,147440605,---,ENST00000386020
7905077,chr1,+,148081164,148081833,---,BC068044
7905088,chr1,+,148125109,148138668,HIST2H2AC,ENST00000369153
7905092,chr1,+,148125109,148138668,BOLA1,ENST00000369153
7905099,chr1,+,148305965,148384129,VPS45,NM_007259
7905116,chr1,+,148387996,148398449,PLEKHO1,ENST00000369126
7905131,chr1,+,148496841,148504102,CA14,NM_012113
7905145,chr1,+,148500716,148500818,---,ENST00000385925
7905147,chr1,+,148507223,148519951,C1orf54,ENST00000369102
7905154,chr1,+,148521576,148526126,C1orf51,BC027999
7905163,chr1,+,148532963,148548038,MRPS21,ENST00000361380
7905171,chr1,+,148560551,148592328,PRPF3,NM_004698
7905185,chr1,+,148603613,148715665,RPRD2,NM_015203
7905198,chr1,+,148726516,148746369,TARS2,ENST00000369064
7905220,chr1,+,148747110,148752888,ECM1,NM_004425
7905233,chr1,+,148791187,148800037,ADAMTSL4,ENST00000369038
7905254,chr1,+,148940965,148941072,---,ENST00000384204
7905256,chr1,+,149142995,149143313,---,ENST00000361761
7905258,chr1,+,149165438,149203844,SETDB1,NM_012432
7905283,chr1,+,149221177,149234731,ANXA9,ENST00000368947
7905299,chr1,+,149247576,149274813,PRUNE,ENST00000271620
7905308,chr1,+,149275652,149286700,BNIPL,NM_138278
7905324,chr1,+,149286882,149290493,C1orf56,BC002469
7905329,chr1,+,149298502,149307593,MLLT11,ENST00000368921
7905339,chr1,+,149309703,149357631,RP11-68I18.1,NM_144618
7905349,chr1,+,149397797,149398348,TNFAIP8L2,CR457375
7905355,chr1,+,149405140,149408238,SCNM1,NM_024041
7905365,chr1,+,149437644,149488630,PIP5K1A,NM_003557
7905374,chr1,+,149493820,149506578,PSMD4,NM_002810
7905382,chr1,+,149521414,149531005,ZNF687,NM_020832
7905395,chr1,+,149638664,149641036,PSMB4,NM_002796
7905406,chr1,+,149750485,149777791,CGN,NM_020770
7905428,chr1,+,149779404,149822683,TUFT1,NM_020127
7905444,chr1,+,149851285,149938183,SNX27,NM_030918
7905462,chr1,+,149868423,149868530,---,ENST00000383908
7905464,chr1,+,149949532,149968694,FLJ36032,ENST00000326413
7905474,chr1,+,150002235,150010319,OAZ3,ENST00000315067
7905481,chr1,+,150638675,150638973,---,ENST00000330073
7905483,chr1,+,150749943,150751277,LCE5A,NM_178438
7905486,chr1,+,150753601,150755104,CRCT1,NM_019060
7905490,chr1,+,150839761,150840186,LCE3C,NM_178434
7905492,chr1,+,150852910,150853198,LCE3B,NM_178433
7905496,chr1,+,150894576,150895904,C1orf46,AF005082
7905500,chr1,+,150902495,150903759,LCE2D,NM_178430
7905503,chr1,+,150914394,150915673,LCE2C,NM_178429
7905505,chr1,+,150925222,150926498,LCE2B,NM_014357
7905507,chr1,+,150937463,150938542,LCE2A,NM_178428
7905510,chr1,+,150948146,150948534,LCE4A,NM_178356
7905512,chr1,+,150957705,150959570,C1orf68,ENST00000362017
7905515,chr1,+,150997129,151001153,KPRP,NM_001025231
7905517,chr1,+,151015471,151015828,LCE1F,NM_178354
7905519,chr1,+,151025313,151026802,LCE1E,ENST00000368771
7905523,chr1,+,151035850,151037281,LCE1D,NM_178352
7905525,chr1,+,151051070,151052209,LCE1B,NM_178349
7905528,chr1,+,151065146,151067289,LCE1A,ENST00000368766
7905530,chr1,+,151117421,151124147,SMCP,NM_030663
7905533,chr1,+,151147646,151150808,IVL,AK300492
7905536,chr1,+,151209751,151211693,SPRR4,NM_173080
7905544,chr1,+,151223180,151224914,SPRR1A,NM_005987
7905548,chr1,+,151240846,151242956,SPRR3,NM_005416
7905553,chr1,+,151270302,151272000,SPRR1B,NM_003125
7905559,chr1,+,151442542,151444220,LELP1,NM_001010857
7905563,chr1,+,151500025,151501217,LOR,ENST00000392652
7905569,chr1,+,151570721,151570828,---,ENST00000384591
7905571,chr1,+,151596953,151600127,S100A9,NM_002965
7905576,chr1,+,151657043,151658455,S100A7A,ENST00000329256
7905581,chr1,+,151867496,151871137,S100A1,NM_006271
7905589,chr1,+,151882577,151884570,C1orf77,AK097870
7905598,chr1,+,151897768,151900949,SNAPIN,NM_012437
7905606,chr1,+,151917787,151933092,NPR1,NM_000906
7905629,chr1,+,151943187,151943480,---,ENST00000385841
7905631,chr1,+,151967190,152013179,INTS3,NM_023015
7905664,chr1,+,152014391,152019257,SLC27A3,NM_024330
7905677,chr1,+,152207336,152213456,CREB3L4,ENST00000368603
7905698,chr1,+,152356063,152356137,---,ENST00000385815
7905700,chr1,+,152460046,152485479,UBAP2L,ENST00000368504
7905733,chr1,+,152511662,152514975,HAX1,NM_006118
7905742,chr1,+,152534588,152534701,---,ENST00000390990
7905744,chr1,+,152536749,152536848,---,ENST00000385793
7905746,chr1,+,152560219,152564424,AQP10,AF159174
7905754,chr1,+,152564659,152576947,ATP8B2,NM_001005855
7905789,chr1,+,152644292,152706812,IL6R,NM_000565
7905801,chr1,+,152741318,152787247,TDRD10,NM_001098475
7905817,chr1,+,152806880,152818977,CHRNB2,NM_000748
7905826,chr1,+,153213741,153218348,CKS1B,NM_001826
7905831,chr1,+,153227640,153232211,FLAD1,ENST00000368428
7905848,chr1,+,153232685,153233415,LENEP,NM_018655
7905854,chr1,+,153241735,153257623,ZBTB7B,NM_015872
7905862,chr1,+,153272923,153290030,DCST1,NM_152494
7905881,chr1,+,153290385,153301876,ADAM15,NM_207196
7905909,chr1,+,153302836,153308653,EFNA4,NM_005227
7905918,chr1,+,153317971,153326638,EFNA3,NM_004952
7905927,chr1,+,153359589,153359698,---,ENST00000365157
7905929,chr1,+,153366972,153374010,EFNA1,NM_004428
7905938,chr1,+,153374911,153377958,RAG1AP1,NM_018845
7905949,chr1,+,153387643,153387913,LOC648822,ENST00000355726
7905951,chr1,+,153414014,153423357,TRIM46,ENST00000368380
7905968,chr1,+,153445113,153450238,MTX1,NM_002455
7905974,chr1,+,153513997,153526262,HCN3,NM_020897
7905986,chr1,+,153545162,153557081,FDPS,NM_002004
7905999,chr1,+,153560832,153567527,RUSC1,ENST00000368349
7906015,chr1,+,153655811,153655915,---,ENST00000384415
7906017,chr1,+,153669594,153670676,POU5F1P4,AF268613
7906041,chr1,+,153925472,153975425,DAP3,ENST00000368336
7906061,chr1,+,154095913,154121613,SYT11,NM_152280
7906069,chr1,+,154178103,154179249,RXFP4,NM_181885
7906072,chr1,+,154291140,154294925,RP11-336K24.9,NM_014017
7906079,chr1,+,154297589,154306919,RAB25,NM_020387
7906085,chr1,+,154351084,154376502,LMNA,NM_170707
7906107,chr1,+,154390785,154414167,SEMA4A,ENST00000368282
7906128,chr1,+,154430522,154449210,SLC25A44,ENST00000359511
7906133,chr1,+,154449407,154476457,PMF1,NM_007221
7906140,chr1,+,154478574,154479736,BGLAP,NM_199173
7906146,chr1,+,154519362,154528858,TMEM79,ENST00000295694
7906154,chr1,+,154573728,154583409,C1orf182,NM_144627
7906163,chr1,+,154605626,154621633,RHBG,NM_020407
7906175,chr1,+,154765745,154765844,---,ENST00000385760
7906177,chr1,+,154818645,154823526,TTC24,NM_001105669
7906185,chr1,+,154828181,154830715,APOA1BP,NM_144772
7906194,chr1,+,154832916,154835849,GPATCH4,AK055377
7906197,chr1,+,154855709,154862141,HAPLN2,NM_021817
7906205,chr1,+,154878363,154895944,BCAN,NM_021948
7906223,chr1,+,154964901,154973365,C1orf66,BC011382
7906235,chr1,+,155003897,155037233,PRCC,NM_005973
7906244,chr1,+,155097230,155118266,NTRK1,M23102
7906264,chr1,+,155130146,155152850,PEAR1,NM_001080471
7906284,chr1,+,155157047,155169504,C1orf92,NM_144702
7906303,chr21,+,33837227,33871651,C1orf92,AK127947
7906305,chr1,+,156097610,156097874,---,ENST00000361707
7906307,chr1,+,156229686,156332468,KIRREL,NM_018240
7906330,chr1,+,156416360,156422840,CD1D,NM_001766
7906339,chr1,+,156490550,156494682,CD1A,NM_001763
7906348,chr1,+,156526427,156530021,CD1C,M28827
7906355,chr1,+,156590402,156593906,CD1E,ENST00000368160
7906365,chr1,+,156701895,156702968,OR10K1,BC137323
7906367,chr1,+,156716291,156717299,OR10R2,NM_001004472
7906370,chr1,+,156727632,156728388,OR10R3P,ENST00000361688
7906372,chr1,+,156842852,156843794,OR10Z1,NM_001004478
7906374,chr1,+,156991229,156992261,OR6K6,NM_001005184
7906377,chr1,+,157067791,157085894,MNDA,NM_002432
7906386,chr1,+,157167965,157213467,PYHIN1,NM_152501
7906400,chr1,+,157246305,157291569,IFI16,NM_005531
7906417,chr1,+,157408000,157439556,CADM3,NM_021189
7906433,chr1,+,157414886,157414976,---,ENST00000385743
7906435,chr1,+,157441133,157442914,DARC,NM_002036
7906443,chr1,+,157526127,157544638,FCER1A,NM_002001
7906452,chr1,+,157676135,157677223,OR10J1,NM_012351
7906458,chr1,+,157824239,157825284,APCS,NM_001639
7906465,chr1,+,157834711,157835542,OR10J6P,ENST00000289731
7906467,chr1,+,157995583,157996003,LOC646446,ENST00000406067
7906469,chr1,+,158017345,158018957,DUSP23,ENST00000368109
7906475,chr1,+,158038796,158052671,FCRL6,NM_001004310
7906486,chr1,+,158063102,158073906,SLAMF8,NM_020125
7906496,chr1,+,158317983,158325836,KCNJ9,NM_004983
7906501,chr1,+,158352143,158379996,ATP1A2,NM_000702
7906527,chr1,+,158413824,158423391,ATP1A4,NM_001001734
7906552,chr1,+,158426908,158438298,CASQ1,NM_001231
7906564,chr1,+,158441834,158451790,PEA15,ENST00000368076
7906574,chr1,+,158553678,158554884,SUMO1P3,NR_002190
7906576,chr1,+,158579686,158595366,NCSTN,NM_015331
7906597,chr1,+,158603484,158609262,NHLH1,NM_005598
7906602,chr1,+,158636990,158665088,VANGL2,NM_020335
7906613,chr1,+,158975700,158991225,SLAMF7,NM_021181
7906622,chr1,+,159032551,159064669,LY9,NM_002348
7906642,chr1,+,159334777,159336760,KLHDC9,NM_152366
7906652,chr1,+,159354514,159357481,NIT1,NM_005600
7906662,chr1,+,159390157,159395270,UFC1,NM_016406
7906671,chr1,+,159395877,159402140,USP21,NM_001014443
7906688,chr1,+,159402804,159407634,PPOX,NM_001122764
7906703,chr1,+,159435728,159450808,NDUFS2,NM_004550
7906720,chr1,+,159451710,159455662,FCER1G,NM_004106
7906728,chr1,+,159462717,159467032,TOMM40L,ENST00000367987
7906742,chr1,+,159495140,159521864,PCP4L1,NM_001102566
